ADD,                               1,11/04/2024,11:02:06,11:05:07,     181,       0,       1,       3,      39,       0,       0,       0,       0
ADD,                               1,11/04/2024,11:10:13,11:14:26,     253,       0,       0,       0,      71,      41,       0,       0,       0
ADD,                               1,11/04/2024,11:34:09,11:35:08,      59,       0,       0,       0,      38,       1,       0,       0,       0
ADD,                               1,11/04/2024,11:36:04,11:36:38,      34,       0,       0,       0,      17,       0,       0,       0,       0
ADD,                               1,11/04/2024,11:41:14,11:41:33,      19,       0,       0,       0,      20,       2,       0,       0,       0
ADD,                               1,11/04/2024,11:41:57,11:42:18,      21,       0,       0,       0,      18,       0,       0,       0,       0
ADD,                               1,11/04/2024,14:08:21,14:11:14,     173,       0,       0,       0,      12,       0,       0,       0,       0
ADD,                               1,11/05/2024,08:40:29,08:41:08,      39,       0,       0,       0,      28,       2,       0,       0,       0
ADD,                               1,11/05/2024,08:41:59,08:42:28,      29,       0,       0,       0,      27,       1,       0,       0,       0
ADD,                               1,11/05/2024,08:49:01,08:49:34,      33,       0,       0,       0,      15,       3,       0,       0,       0
ADD,                               1,11/05/2024,08:50:54,08:51:15,      21,       0,       0,       0,      14,       1,       0,       0,       0
ADD,                               1,11/05/2024,08:53:31,08:56:25,     174,       0,       1,       3,      60,       0,       0,       0,       0
